100535338638690515335 :percentage:0.0455740578439965 ,percentage_circle:1 intersect_id:102314486331710415915
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:107432398539341365940
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:117865657916498538688
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:116056645771775490363
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:108689366441836852610
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:102554407414282880001
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:110945896776944314708
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:111112809838472063992
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:112278008753579196511
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:107408720924877751027
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:111831478459732211063
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:102616149286682191474
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:111500093521014695341
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:102089694494934693036
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:102640428740489674973
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:101062806117760486151
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:110971010308065250763
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:114835618008913240560
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:115655205216183932495
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:115391090911429381573
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:105379364953109830773
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:107719582174885607377
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:102833292951834431859
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:103805156272873540355
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:106679217619062767542
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:113141491911286106535
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:105492369775428575932
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:103899043917116388673
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:109507653225799908921
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:104380036950579300637
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:104522833443181754677
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:112801448828869860546
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:109940597696193991152
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:117513232055994920961
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:107013418740229269209
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:113543880726286626830
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:115143234371607892983
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:107438998639340158528
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:108082814806291478395
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:107920154302568162488
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:104548627795526843775
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:114045800510530461940
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:114729740472671073461
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:117826637077711958172
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:110548244043172681974
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:111720952354186227548
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:118339706248486457324
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:116265180994399322519
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:114229157887417365950
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:107005847245951907687
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:102755548808767411605
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:115890818529847454494
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:100057204553955934520
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:115248119150833995280
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:115924865466302265389
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:111413155182039517335
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:112325635687379616511
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:113684854375405108383
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:103895402092394980881
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:102213934827347582736
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:110505626196988840770
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:104112700502285331526
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:115571267671256018716
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:111095045247360522931
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:112422638382072847469
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:111240230493422963077
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:114519352081181231619
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:114699780864258329431
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:117000139571713536948
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:101812076448641794357
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:118197341263476239819
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:112401605196934673030
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:115590741447197562412
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:117105039195451218708
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:115304232819929344853
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:102365048688944919376
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:110806949181190360839
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:100764366777854207244
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:106078817258497259289
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:104836231516206450911
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:116383082805688088798
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:113213251117183229314
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:103586615087663445665
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:108215644829092784557
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:102373191596205712937
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:105160956312047610483
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:116962153568597271537
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:110109050164240978800
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:104241567849916091297
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:115242761961569258730
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:108393748500597008094
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:113327206574320929442
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:108202989932786461870
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:107119940474246316259
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:108092487151722513439
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:103306876714294066693
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:108851026326071355993
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:113434799782645457166
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:118241908293598797317
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:100477468779103147764
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:107554195884954006007
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:107733269574737813168
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:113024713286279331104
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:105396609818194584786
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:112178124287015896332
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:116064889536351872000
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:105779560824580764120
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:109901332639702690169
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:106245708073909716431
101263615503715477581 :percentage:0.0545602605863192 ,percentage_circle:1 intersect_id:111036275428879931853
101263615503715477581 :percentage:0.00732899022801303 ,percentage_circle:1 intersect_id:113426663128872890250
101263615503715477581 :percentage:0.0468241042345277 ,percentage_circle:1 intersect_id:112055757278778866271
101263615503715477581 :percentage:0.0553745928338762 ,percentage_circle:1 intersect_id:100806981966366833878
=================
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:107297378329620440295
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:100580349003099136931
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:109285121542513818964
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:105663154402166276187
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:102672374688772458990
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:107299322418106180108
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:100989405473280437703
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:105575110775527575127
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:101790464138367096305
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:100413824026516874860
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:111584384391407513657
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:103239560454875806844
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:117434041186347435092
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:103472141935496784565
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:115204805503581947511
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:107894914670080014116
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:116610527104514904972
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:115770994163143043771
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:115313918520629129044
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:101832053372535369591
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:115994776758481717942
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:105318217552727882571
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:117080460060821588163
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:114764567692252908296
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:110258598415939907971
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:110202148260796990473
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:102233770004174020180
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:103236949470535942612
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:104705221992769343704
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:100048100630151349283
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:116697067427905381650
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:111413155182039517335
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:107386249394822179765
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:114835618008913240560
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:107432398539341365940
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:104265751273656254845
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:115653522232867695783
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:111324012410917919847
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:107217929430839359886
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:115588307990520146154
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:109330684746468207713
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:104394453888455887285
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:105785197801929483800
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:109002964461887714649
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:115924865466302265389
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:104241567849916091297
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:117951052831974893962
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:105284909171916066479
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:106255898978966943774
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:110918518132080106257
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:112276313212733068188
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:100968313568314999910
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:111038932652846926815
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:109522193578764168033
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:116438477730966655432
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:116043947632177598920
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:112617127041903537004
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:114153794734652455699
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:104042965789095032304
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:109217461409629684011
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:114127684466692817416
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:108581600383744157473
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:111986746929163950657
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:108032623298499022371
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:112957065719498086306
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:108209879935982921111
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:113543222767527816344
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:103486150650858067282
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:107475835798405892541
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:102554407414282880001
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:114229157887417365950
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:111673151624151424655
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:105589087510104431580
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:101166587564963532315
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:116455200564503192965
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:107013418740229269209
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:103929057358376044772
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:100892612779426154375
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:116746256066987365153
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:102420807080086585113
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:114614871042282238013
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:105040001333571511595
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:110945896776944314708
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:105638035132192474170
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:112753673795733261069
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:107867604773686247488
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:116246462646179586664
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:104723167398398004122
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:100552531898971306220
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:102213934827347582736
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:102075853026137609733
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:105602558213766353371
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:105640765558937706569
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:111905796037369659608
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:112801448828869860546
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:115614791007645952267
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:118286250147898282779
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:114146479114949843175
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:107362628080904735459
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:116344214380239492521
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:115058384974405026221
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:115249860954021772424
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:107390515497901191392
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:105927290057910590380
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:106501988136092543170
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:110109050164240978800
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:116098329946547517089
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:110890406272830624608
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:113327206574320929442
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:107868844306369312882
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:107073852799630124249
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:110656253137238747090
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:105742591547943280092
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:113722211762693166526
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:118157552622616628536
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:101481948928469258135
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:117538315488626912884
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:111538684930665702515
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:114790124739400437749
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:108106866986930288892
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:106032143128915938009
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:108273660324649677046
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:110987915208098080410
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:109774951215877430341
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:109514475488698891798
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:105362990780240393762
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:103341235804505564047
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:107308430964327858950
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:102871123574468799566
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:116369071500456395369
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:117028515246889767151
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:113181621354351021235
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:104378154756194093727
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:115727111607685613786
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:105222378662128673453
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:100774699436094132400
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:118146622799388835070
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:107280459342776292862
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:112944155404327241166
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:113209788861124695757
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:103976375898267658756
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:102397182323602489761
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:112750091316252656625
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:103586615087663445665
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:114125900939049731990
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:115958398724943172938
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:115329901579467138335
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:107382971911415711178
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:115586898390417250687
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:113141491911286106535
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:102611762242849838922
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:108901599657368504920
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:117681034834791918293
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:108889193619527620927
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:104129842883884467271
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:109261971356283437190
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:115560798821543443948
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:108437871879281403721
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:100961385622810058361
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:116009632176436768157
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:111962077049890418486
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:115489093988888524022
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:106743481357860745207
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:117105764275907696041
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:102373191596205712937
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:115754371967324227307
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:111862324534985995584
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:103787580098002291418
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:113543880726286626830
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:105390077271236874234
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:108850165775587855194
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:113847951893881070422
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:117599181480696978620
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:101429616110119376422
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:112965608024184180683
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:104316443417435189825
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:100879115281181648565
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:108169649974588976835
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:101329200678818469388
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:112422638382072847469
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:104540999868216683021
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:105186369823013844219
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:105974667002613140845
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:115105647022907007398
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:117280301082168371727
101373961279443806744 :percentage:0.112712975098296 ,percentage_circle:1 intersect_id:112460156235422693288
101373961279443806744 :percentage:0.12346002621232 ,percentage_circle:1 intersect_id:106356302054336184712
101373961279443806744 :percentage:0.116644823066841 ,percentage_circle:1 intersect_id:117241173825568905048
