100535338638690515335 :percentage:0 ,percentage_circle:0 intersect_id:116785232980003784802
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:104380036950579300637
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:104522833443181754677
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:112801448828869860546
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:109940597696193991152
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:117513232055994920961
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:107013418740229269209
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:113543880726286626830
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:115143234371607892983
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:107438998639340158528
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:108082814806291478395
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:107920154302568162488
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:104548627795526843775
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:114045800510530461940
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:114729740472671073461
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:117826637077711958172
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:110548244043172681974
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:111720952354186227548
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:118339706248486457324
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:116265180994399322519
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:114229157887417365950
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:107005847245951907687
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:102755548808767411605
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:115890818529847454494
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:100057204553955934520
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:115248119150833995280
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:115924865466302265389
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:111413155182039517335
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:112325635687379616511
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:113684854375405108383
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:103895402092394980881
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:102213934827347582736
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:110505626196988840770
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:104112700502285331526
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:115571267671256018716
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:111095045247360522931
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:112422638382072847469
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:111240230493422963077
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:114519352081181231619
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:114699780864258329431
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:117000139571713536948
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:101812076448641794357
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:118197341263476239819
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:112401605196934673030
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:115590741447197562412
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:117105039195451218708
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:115304232819929344853
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:102365048688944919376
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:110806949181190360839
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:100764366777854207244
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:106078817258497259289
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:104836231516206450911
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:116383082805688088798
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:113213251117183229314
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:103586615087663445665
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:108215644829092784557
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:102373191596205712937
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:105160956312047610483
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:116962153568597271537
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:110109050164240978800
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:104241567849916091297
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:115242761961569258730
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:108393748500597008094
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:113327206574320929442
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:108202989932786461870
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:107119940474246316259
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:108092487151722513439
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:103306876714294066693
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:108851026326071355993
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:113434799782645457166
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:118241908293598797317
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:100477468779103147764
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:107554195884954006007
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:107733269574737813168
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:113024713286279331104
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:105396609818194584786
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:112178124287015896332
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:116064889536351872000
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:105779560824580764120
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:109901332639702690169
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:106245708073909716431
101263615503715477581 :percentage:0.0764006791171477 ,percentage_circle:0.992647058823529 intersect_id:111036275428879931853
101263615503715477581 :percentage:0.0741369552914544 ,percentage_circle:0.977611940298508 intersect_id:113426663128872890250
101263615503715477581 :percentage:0.0101867572156197 ,percentage_circle:1 intersect_id:112055757278778866271
101263615503715477581 :percentage:0.0622524052065648 ,percentage_circle:0.956521739130435 intersect_id:100806981966366833878
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0.00409836065573771 ,percentage_circle:0.00869565217391304 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101263615503715477581 :percentage:0 ,percentage_circle:0 intersect_id:
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:107297378329620440295
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:109285121542513818964
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:105663154402166276187
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:107299322418106180108
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:100989405473280437703
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:101790464138367096305
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:100413824026516874860
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:111584384391407513657
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:103239560454875806844
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:103472141935496784565
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:115204805503581947511
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:115313918520629129044
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:105318217552727882571
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:110258598415939907971
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:102233770004174020180
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:104705221992769343704
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:116697067427905381650
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:107386249394822179765
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:114835618008913240560
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:107432398539341365940
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:111324012410917919847
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:107217929430839359886
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:115588307990520146154
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:109330684746468207713
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:104394453888455887285
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:105785197801929483800
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:109002964461887714649
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:104241567849916091297
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:117951052831974893962
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:105284909171916066479
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:112276313212733068188
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:111038932652846926815
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:109522193578764168033
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:116438477730966655432
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:116043947632177598920
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:112617127041903537004
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:104042965789095032304
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:109217461409629684011
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:114127684466692817416
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:111986746929163950657
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:108032623298499022371
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:108209879935982921111
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:113543222767527816344
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:103486150650858067282
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:102554407414282880001
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:105589087510104431580
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:101166587564963532315
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:116455200564503192965
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:107013418740229269209
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:103929057358376044772
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:100892612779426154375
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:116746256066987365153
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:102420807080086585113
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:110945896776944314708
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:105638035132192474170
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:104723167398398004122
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:100552531898971306220
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:102213934827347582736
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:102075853026137609733
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:105602558213766353371
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:105640765558937706569
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:118286250147898282779
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:114146479114949843175
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:107362628080904735459
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:116344214380239492521
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:115058384974405026221
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:115249860954021772424
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:107390515497901191392
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:105927290057910590380
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:106501988136092543170
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:110109050164240978800
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:116098329946547517089
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:110890406272830624608
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:113327206574320929442
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:107868844306369312882
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:107073852799630124249
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:105742591547943280092
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:113722211762693166526
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:101481948928469258135
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:117538315488626912884
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:111538684930665702515
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:108106866986930288892
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:106032143128915938009
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:108273660324649677046
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:110987915208098080410
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:105362990780240393762
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:107308430964327858950
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:102871123574468799566
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:116369071500456395369
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:113181621354351021235
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:115727111607685613786
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:100774699436094132400
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:118146622799388835070
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:107280459342776292862
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:112944155404327241166
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:113209788861124695757
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:103976375898267658756
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:102397182323602489761
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:112750091316252656625
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:103586615087663445665
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:114125900939049731990
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:115958398724943172938
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:107382971911415711178
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:115586898390417250687
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:113141491911286106535
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:108901599657368504920
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:117681034834791918293
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:108889193619527620927
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:104129842883884467271
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:109261971356283437190
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:115560798821543443948
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:116009632176436768157
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:111962077049890418486
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:117105764275907696041
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:102373191596205712937
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:115754371967324227307
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:111862324534985995584
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:103787580098002291418
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:105390077271236874234
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:117599181480696978620
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:101429616110119376422
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:112965608024184180683
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:100879115281181648565
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:108169649974588976835
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:104540999868216683021
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:115105647022907007398
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:117280301082168371727
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:112460156235422693288
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:106356302054336184712
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:117241173825568905048
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:108202989932786461870
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:114801877818306839095
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:102970080723469591890
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:103216887847401478447
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:110250614197455245208
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:110940456900687729735
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:103115473754659376168
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:107490600889040777735
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:103998343691669548929
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:107343380917808930971
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:113372014271548958684
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:110889775111765717798
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:113212564798246057056
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:107023475113646570269
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:103896020270046143315
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:115027027411415275890
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:111721050801656598782
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:104175289386948474434
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:106184776095468420185
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:110030220986081791922
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:110859635804619214661
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:113456203738507213575
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:113455290791279442483
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:107322537767043048537
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:101548703550770422239
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:114729740472671073461
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:104833564316573420990
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:115822739011040329613
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:111726459705245415071
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:115289524882519831247
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:116561012331692075800
101373961279443806744 :percentage:0.111986301369863 ,percentage_circle:0.76046511627907 intersect_id:106289562822644692555
101373961279443806744 :percentage:0.124315068493151 ,percentage_circle:0.770700636942675 intersect_id:112236344213897425331
101373961279443806744 :percentage:0.119520547945205 ,percentage_circle:0.784269662921348 intersect_id:100932195479763784248
